Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Station,Location,Datetime,Temperature_C,Dew_Point_C
4:09 AM,51.2 °F,44.2 °F,77 °%,South,0.1 °mph,1.6 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:09:00,10.666666666666668,6.7777777777777795
4:14 AM,51.1 °F,43.8 °F,76 °%,East,1.1 °mph,2.2 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:14:00,10.61111111111111,6.555555555555554
4:19 AM,51.0 °F,43.9 °F,77 °%,West,1.9 °mph,3.1 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:19:00,10.555555555555555,6.611111111111111
4:24 AM,50.7 °F,43.7 °F,77 °%,NNE,1.2 °mph,4.1 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:24:00,10.388888888888891,6.500000000000002
4:29 AM,50.6 °F,43.6 °F,77 °%,SSE,1.1 °mph,2.6 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:29:00,10.333333333333334,6.4444444444444455
4:34 AM,50.4 °F,43.3 °F,77 °%,SSW,0.4 °mph,1.5 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:34:00,10.222222222222221,6.277777777777776
4:39 AM,50.4 °F,43.3 °F,77 °%,East,1.7 °mph,2.9 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:39:00,10.222222222222221,6.277777777777776
4:44 AM,50.2 °F,43.2 °F,77 °%,,0.5 °mph,2.5 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:44:00,10.111111111111112,6.222222222222224
4:49 AM,50.1 °F,43.5 °F,78 °%,South,1.0 °mph,3.3 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:49:00,10.055555555555555,6.388888888888889
4:54 AM,49.9 °F,43.5 °F,79 °%,NNE,0.6 °mph,2.4 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:54:00,9.944444444444445,6.388888888888889
4:59 AM,49.7 °F,43.5 °F,79 °%,NE,0.3 °mph,2.1 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0 w/m²,ISAFFR63,Saffron Walden,2026-08-07 04:59:00,9.833333333333336,6.388888888888889
5:04 AM,49.6 °F,43.3 °F,79 °%,ESE,0.6 °mph,1.9 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0.1 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:04:00,9.777777777777779,6.277777777777776
5:09 AM,49.6 °F,43.3 °F,79 °%,SSE,0.8 °mph,2.9 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0.2 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:09:00,9.777777777777779,6.277777777777776
5:14 AM,49.6 °F,43.3 °F,79 °%,,1.4 °mph,3.6 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0.5 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:14:00,9.777777777777779,6.277777777777776
5:19 AM,49.5 °F,43.4 °F,80 °%,South,0.1 °mph,2.3 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,1 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:19:00,9.722222222222221,6.333333333333332
5:24 AM,49.6 °F,43.5 °F,80 °%,SE,0.8 °mph,2.0 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,1.7 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:24:00,9.777777777777779,6.388888888888889
5:29 AM,49.6 °F,43.6 °F,80 °%,North,2.1 °mph,4.0 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,2.5 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:29:00,9.777777777777779,6.4444444444444455
5:34 AM,49.5 °F,43.5 °F,80 °%,SSW,1.1 °mph,2.7 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,3.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:34:00,9.722222222222221,6.388888888888889
5:39 AM,49.3 °F,43.1 °F,79 °%,East,0.2 °mph,1.8 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,5.3 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:39:00,9.611111111111109,6.166666666666668
5:44 AM,49.1 °F,43.1 °F,80 °%,ENE,0.9 °mph,2.0 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,7 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:44:00,9.5,6.166666666666668
5:49 AM,48.9 °F,43.0 °F,80 °%,ENE,0.5 °mph,2.2 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,8.7 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:49:00,9.38888888888889,6.111111111111111
5:54 AM,48.9 °F,43.0 °F,80 °%,SSE,1.0 °mph,3.0 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,10.6 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:54:00,9.38888888888889,6.111111111111111
5:59 AM,48.7 °F,42.8 °F,80 °%,ESE,1.2 °mph,2.4 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,12.5 w/m²,ISAFFR63,Saffron Walden,2026-08-07 05:59:00,9.277777777777779,5.999999999999998
6:04 AM,48.7 °F,42.8 °F,80 °%,NNW,1.3 °mph,2.5 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,14.4 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:04:00,9.277777777777779,5.999999999999998
6:09 AM,48.7 °F,42.8 °F,80 °%,East,0.1 °mph,1.9 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,16.1 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:09:00,9.277777777777779,5.999999999999998
6:14 AM,48.7 °F,42.8 °F,80 °%,ESE,0.6 °mph,2.1 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,17.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:14:00,9.277777777777779,5.999999999999998
6:19 AM,48.8 °F,42.7 °F,80 °%,WNW,1.6 °mph,2.8 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,20.5 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:19:00,9.333333333333332,5.944444444444446
6:24 AM,49.0 °F,42.7 °F,79 °%,NNW,1.7 °mph,3.7 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,21.9 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:24:00,9.444444444444445,5.944444444444446
6:29 AM,49.4 °F,43.0 °F,79 °%,NE,0.9 °mph,2.3 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,35.9 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:29:00,9.666666666666666,6.111111111111111
6:34 AM,49.6 °F,43.3 °F,79 °%,East,0.4 °mph,2.3 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,33.3 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:34:00,9.777777777777779,6.277777777777776
6:39 AM,49.8 °F,43.5 °F,79 °%,South,0.9 °mph,2.4 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,31.9 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:39:00,9.888888888888888,6.388888888888889
6:44 AM,50.1 °F,44.1 °F,80 °%,SE,0.9 °mph,2.2 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,57.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:44:00,10.055555555555555,6.722222222222223
6:49 AM,50.7 °F,44.2 °F,79 °%,SSE,0.7 °mph,2.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,61.6 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:49:00,10.388888888888891,6.7777777777777795
6:54 AM,51.7 °F,44.4 °F,76 °%,NNW,1.0 °mph,2.8 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,65.1 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:54:00,10.944444444444446,6.888888888888888
6:59 AM,52.7 °F,44.8 °F,75 °%,SE,0.6 °mph,2.2 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,71.7 w/m²,ISAFFR63,Saffron Walden,2026-08-07 06:59:00,11.500000000000002,7.11111111111111
7:04 AM,53.9 °F,45.1 °F,72 °%,SSE,0.5 °mph,2.6 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,86.4 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:04:00,12.166666666666666,7.277777777777778
7:09 AM,55.2 °F,45.8 °F,70 °%,,0.4 °mph,2.4 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,108.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:09:00,12.888888888888891,7.666666666666665
7:14 AM,56.2 °F,46.0 °F,69 °%,SW,1.8 °mph,2.9 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,120.7 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:14:00,13.444444444444446,7.777777777777778
7:19 AM,57.1 °F,46.3 °F,67 °%,SSE,1.0 °mph,3.1 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,131.3 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:19:00,13.944444444444445,7.944444444444443
7:24 AM,58.3 °F,46.8 °F,65 °%,SSE,0.8 °mph,3.2 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,142.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:24:00,14.61111111111111,8.222222222222221
7:29 AM,59.4 °F,47.2 °F,64 °%,ESE,0.8 °mph,2.7 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,153.5 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:29:00,15.222222222222221,8.444444444444446
7:34 AM,59.9 °F,47.2 °F,63 °%,SE,0.9 °mph,2.5 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,163.2 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:34:00,15.5,8.444444444444446
7:39 AM,60.4 °F,46.9 °F,61 °%,South,0.7 °mph,2.6 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,175.2 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:39:00,15.777777777777779,8.277777777777779
7:44 AM,61.1 °F,47.0 °F,60 °%,ENE,0.4 °mph,1.6 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,185.2 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:44:00,16.166666666666668,8.333333333333334
7:49 AM,62.5 °F,47.2 °F,57 °%,SE,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,1.0,196.1 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:49:00,16.944444444444443,8.444444444444446
7:54 AM,63.1 °F,47.2 °F,56 °%,SE,0.0 °mph,0.0 °mph,29.95 °in,0.00 °in,0.00 °in,1.0,208.7 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:54:00,17.27777777777778,8.444444444444446
7:59 AM,63.8 °F,47.6 °F,56 °%,South,0.0 °mph,0.1 °mph,29.96 °in,0.00 °in,0.00 °in,2.0,220.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 07:59:00,17.666666666666668,8.666666666666666
8:04 AM,64.3 °F,47.2 °F,54 °%,SSE,0.3 °mph,1.6 °mph,29.96 °in,0.00 °in,0.00 °in,2.0,232.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 08:04:00,17.944444444444443,8.444444444444446
8:09 AM,64.2 °F,47.3 °F,54 °%,SE,0.1 °mph,0.9 °mph,29.96 °in,0.00 °in,0.00 °in,2.0,244.6 w/m²,ISAFFR63,Saffron Walden,2026-08-07 08:09:00,17.88888888888889,8.499999999999998
8:14 AM,64.7 °F,47.6 °F,54 °%,NNW,0.0 °mph,0.0 °mph,29.96 °in,0.00 °in,0.00 °in,2.0,256.3 w/m²,ISAFFR63,Saffron Walden,2026-08-07 08:14:00,18.166666666666668,8.666666666666666
8:19 AM,65.5 °F,47.5 °F,52 °%,SSE,0.2 °mph,0.3 °mph,29.96 °in,0.00 °in,0.00 °in,2.0,268.5 w/m²,ISAFFR63,Saffron Walden,2026-08-07 08:19:00,18.61111111111111,8.61111111111111
8:24 AM,65.6 °F,47.2 °F,51 °%,SE,0.2 °mph,1.6 °mph,29.96 °in,0.00 °in,0.00 °in,2.0,280.8 w/m²,ISAFFR63,Saffron Walden,2026-08-07 08:24:00,18.666666666666664,8.444444444444446
